SRX,index,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_treatment_protocol_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_description,!Sample_description,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_laboratory,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_state,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX393110,SUPeR-seq_a-AM_treated_2-cell2-1,GSM1290630,Public on Jun 16 2015,Dec 17 2013,May 15 2019,SRA,1,mouse 2-cell embryo,Mus musculus,cell type: 2-cell embryo,strain: CD-1,gender: female,,"Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq2000 and Illumina HiSeq2500 Sequencers.",10090,single cell RNA-seq,,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the reference genome using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect RPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02460669,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX393110,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1290nnn/GSM1290630/suppl/GSM1290630_SUPeR-seq_a-AM_treated_2-cell2-1_FPKM_gencode.txt.gz,,GSM1290630,,2C
SRX393111,SUPeR-seq_a-AM_treated_2-cell2-2,GSM1290631,Public on Jun 16 2015,Dec 17 2013,May 15 2019,SRA,1,mouse 2-cell embryo,Mus musculus,cell type: 2-cell embryo,strain: CD-1,gender: female,,"Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq2000 and Illumina HiSeq2500 Sequencers.",10090,single cell RNA-seq,,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the reference genome using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect RPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02460668,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX393111,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1290nnn/GSM1290631/suppl/GSM1290631_SUPeR-seq_a-AM_treated_2-cell2-2_FPKM_gencode.txt.gz,,GSM1290631,,2C
SRX694841,SUPeR-seq_2-cell1,GSM1496418,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 2-cell,Mus musculus,cell type: 2-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018603,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694841,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496418/suppl/GSM1496418_SUPeR-seq_2-cell1_FPKM_gencode.txt.gz,,GSM1496418,,2C
SRX694842,SUPeR-seq_2-cell2,GSM1496419,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 2-cell,Mus musculus,cell type: 2-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018604,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694842,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496419/suppl/GSM1496419_SUPeR-seq_2-cell2_FPKM_gencode.txt.gz,,GSM1496419,,2C
SRX694843,SUPeR-seq_2-cell3,GSM1496420,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 2-cell,Mus musculus,cell type: 2-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018605,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694843,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496420/suppl/GSM1496420_SUPeR-seq_2-cell3_FPKM_gencode.txt.gz,,GSM1496420,,2C
SRX694844,SUPeR-seq_4-cell1,GSM1496421,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 4-cell,Mus musculus,cell type: 4-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018606,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694844,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496421/suppl/GSM1496421_SUPeR-seq_4-cell1_FPKM_gencode.txt.gz,,GSM1496421,,4C
SRX694845,SUPeR-seq_4-cell2,GSM1496422,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 4-cell,Mus musculus,cell type: 4-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018607,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694845,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496422/suppl/GSM1496422_SUPeR-seq_4-cell2_FPKM_gencode.txt.gz,,GSM1496422,,4C
SRX694846,SUPeR-seq_4-cell3,GSM1496423,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 4-cell,Mus musculus,cell type: 4-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018608,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694846,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496423/suppl/GSM1496423_SUPeR-seq_4-cell3_FPKM_gencode.txt.gz,,GSM1496423,,4C
SRX694847,SUPeR-seq_8-cell1,GSM1496424,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 8-cell,Mus musculus,cell type: 8-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018609,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694847,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496424/suppl/GSM1496424_SUPeR-seq_8-cell1_FPKM_gencode.txt.gz,,GSM1496424,,8C
SRX694848,SUPeR-seq_8-cell2,GSM1496425,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 8-cell,Mus musculus,cell type: 8-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018610,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694848,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496425/suppl/GSM1496425_SUPeR-seq_8-cell2_FPKM_gencode.txt.gz,,GSM1496425,,8C
SRX694849,SUPeR-seq_8-cell3,GSM1496426,Public on Jun 16 2015,Sep 03 2014,May 15 2019,SRA,1,mouse 8-cell,Mus musculus,cell type: 8-cell embryo,strain: CD-1,gender: female,"To validate the zygotic genes in mouse embryonic development, we treated the mouse zygotes with 0.1mg/ml a-Amanitine and then collected the 2-cell embryos to build libraries with SUPeR-seq","Mouse embryonic stem cells were maintained without feeders on gelatinlized dishes in the presence of 1,000U/ml leukemia inhibitory factor (LIF, Millipore) in Dulbecco's Modification of Eagle's Medium (DMEM/F-12, Gibco) containing 20% fetal calf serum (FCS, Gibco) for routine passage while the HKE293T cells were cultured in DMEM/High glucose. Metaphse II oocytes ,zygotes and 2-cell embryos (after mating with CD-1 male mice) were recovered from the oviduct ampulla of super-ovulated mice of CD-1 strain.",total RNA,Single cells were picked into the lysis buffer which contained Rnase inhibitor to prevent RNA degration,"Cells were picked into the lysis buffer to release all RNAs; then the released RNAs were reverse transcribed with SuperScript III(Invitrogen), then digested the unreacted primers with ExoSAP-IT(USB) and tailed the first strand cDNA with a poly(A) sequence with terminal deoxynucleotidyl transferase (TdT, Invitrogen) , then used poly(T) primers to synthesize the sencond strand cDNA.the cDNAs were then enriched by two rounds of PCR amplifications each with size-selection by 2% agarose gel recovery.then the library construction waa conducted following the illumina library preparing protocol. The quality-ensured libraries were used for pair-end deep sequencing on Illumina HiSeq Sequencer.",10090,extracted from female mouse,single cell RNA-seq,Illumina CASAVA version 1.8 were used to the basecalling.,Reads were trimmed to remove the adapter sequences and low quality bases.,RNA-seq reads were aligned to the mouse refference genome (mm10) using BWA software,gene expression level was estimated using comstomized Perl scripts.,Genome_build: mm10 and hg19,Supplementary_files_format_and_content: txt files reflect FPKM of each gene in Refseq.,GPL13112,"Xiaoying,,Fan",sharryfan100@gmail.com,Biodynamic Optical Imaging Center,College of Life Sciences,Peking University,5 Yiheyuan Road,Beijing,Beijing,100871,China,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03018611,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX694849,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1496nnn/GSM1496426/suppl/GSM1496426_SUPeR-seq_8-cell3_FPKM_gencode.txt.gz,,GSM1496426,,8C
