SRX,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_treatment_protocol_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_laboratory,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_state,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX809454,GSM4472003,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573702,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094549,NONE,,GSM4472003,,E3.75-ICM
SRX809455,GSM4472004,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573701,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094550,NONE,,GSM4472004,,E3.75-ICM
SRX809455,GSM4472005,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573700,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094551,NONE,,GSM4472005,,E3.75-ICM
SRX809455,GSM4472006,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573699,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094552,NONE,,GSM4472006,,E3.75-ICM
SRX809455,GSM4472007,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573698,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094553,NONE,,GSM4472007,,E3.75-ICM
SRX809455,GSM4472008,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573697,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094554,NONE,,GSM4472008,,E3.75-ICM
SRX809455,GSM4472009,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573696,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094555,NONE,,GSM4472009,,E3.75-ICM
SRX809455,GSM4472010,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573695,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094556,NONE,,GSM4472010,,E3.75-ICM
SRX809455,GSM4472011,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573694,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094557,NONE,,GSM4472011,,E3.75-ICM
SRX809455,GSM4472012,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573693,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094558,NONE,,GSM4472012,,E3.75-ICM
SRX809455,GSM4472013,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573692,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094559,NONE,,GSM4472013,,E3.75-ICM
SRX809456,GSM4472014,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573691,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094560,NONE,,GSM4472014,,E3.75-ICM
SRX809456,GSM4472015,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573690,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094561,NONE,,GSM4472015,,E3.75-ICM
SRX809456,GSM4472016,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573689,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094562,NONE,,GSM4472016,,E3.75-ICM
SRX809456,GSM4472017,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573688,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094563,NONE,,GSM4472017,,E3.75-ICM
SRX809456,GSM4472018,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573687,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094564,NONE,,GSM4472018,,E3.75-ICM
SRX809456,GSM4472019,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573686,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094565,NONE,,GSM4472019,,E3.75-ICM
SRX809456,GSM4472020,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573685,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094566,NONE,,GSM4472020,,E3.75-ICM
SRX809456,GSM4472021,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573684,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094567,NONE,,GSM4472021,,E3.75-ICM
